"","RNA-hipocampo-5xFAD-A.bam","RNA-hipocampo-5xFAD-B.bam","RNA-hipocampo-WT-A.bam","RNA-hipocampo-WT-B.bam"
"ENSMUSG00000053173",33,33,22,29
"ENSMUSG00000001521",8,10,10,3
"ENSMUSG00000108267",0,0,0,0
"ENSMUSG00000097253",2,0,0,0
"ENSMUSG00000048668",2,6,2,2
"ENSMUSG00000107753",0,0,0,0
"ENSMUSG00000001517",1,2,1,1
"ENSMUSG00000079304",0,0,0,0
"ENSMUSG00000108011",0,0,0,0
"ENSMUSG00000108176",0,0,0,0
"ENSMUSG00000085739",0,0,0,0
"ENSMUSG00000001520",11,16,7,5
"ENSMUSG00000001518",5,5,4,4
"ENSMUSG00000030357",20,23,30,21
"ENSMUSG00000059659",1,2,0,1
"ENSMUSG00000107505",0,0,0,0
"ENSMUSG00000107896",0,0,0,0
"ENSMUSG00000030359",0,0,0,0
"ENSMUSG00000107764",0,0,0,0
"ENSMUSG00000057370",0,0,0,0
"ENSMUSG00000047228",0,0,1,3
"ENSMUSG00000107503",0,0,0,0
"ENSMUSG00000030361",0,0,0,0
"ENSMUSG00000107800",0,0,0,0
"ENSMUSG00000037827",15,11,14,12
"ENSMUSG00000107831",0,0,0,0
"ENSMUSG00000030363",0,0,0,0
"ENSMUSG00000107425",0,0,0,0
"ENSMUSG00000030364",0,0,0,0
"ENSMUSG00000107495",0,0,0,0
"ENSMUSG00000079299",0,0,0,0
"ENSMUSG00000107866",0,0,0,0
"ENSMUSG00000030325",0,0,0,0
"ENSMUSG00000107872",0,0,0,0
"ENSMUSG00000079298",0,0,0,0
"ENSMUSG00000107946",0,0,0,0
"ENSMUSG00000108095",0,0,0,0
"ENSMUSG00000090164",0,0,1,0
"ENSMUSG00000107633",0,0,0,0
"ENSMUSG00000107733",0,0,0,0
"ENSMUSG00000030365",0,0,0,0
"ENSMUSG00000107992",0,0,0,0
"ENSMUSG00000098728",0,0,0,0
"ENSMUSG00000000248",0,0,0,0
"ENSMUSG00000085786",0,0,0,0
"ENSMUSG00000098359",0,0,0,0
"ENSMUSG00000079223",0,0,0,0
"ENSMUSG00000087150",0,2,2,0
"ENSMUSG00000089728",0,0,0,0
"ENSMUSG00000081935",0,0,0,0
"ENSMUSG00000030154",0,0,0,0
"ENSMUSG00000107867",0,0,0,0
"ENSMUSG00000107811",0,0,0,0
"ENSMUSG00000030155",0,0,0,0
"ENSMUSG00000079295",0,0,0,0
"ENSMUSG00000089590",0,0,0,0
"ENSMUSG00000030157",2,2,5,0
"ENSMUSG00000098268",0,0,0,0
"ENSMUSG00000097354",2,0,1,1
"ENSMUSG00000112144",0,0,0,0
"ENSMUSG00000030156",0,0,0,0
"ENSMUSG00000047720",0,0,0,0
"ENSMUSG00000053063",0,1,0,0
"ENSMUSG00000030158",0,0,0,0
"ENSMUSG00000030159",0,0,0,0
"ENSMUSG00000046080",0,0,0,1
"ENSMUSG00000107792",0,0,0,0
"ENSMUSG00000033082",0,1,0,0
"ENSMUSG00000079293",5,2,1,0
"ENSMUSG00000030162",0,0,0,0
"ENSMUSG00000030160",0,0,0,0
"ENSMUSG00000108290",0,0,0,0
"ENSMUSG00000097675",0,0,1,1
"ENSMUSG00000030161",213,200,179,167
"ENSMUSG00000107997",1,0,2,0
"ENSMUSG00000108257",0,0,0,0
"ENSMUSG00000050241",0,0,0,0
"ENSMUSG00000030165",0,0,0,0
"ENSMUSG00000030149",0,0,0,0
"ENSMUSG00000033027",0,0,0,0
"ENSMUSG00000052736",0,0,0,0
"ENSMUSG00000030167",0,0,0,0
"ENSMUSG00000083848",0,0,0,0
"ENSMUSG00000076212",0,0,0,0
"ENSMUSG00000107715",0,0,0,0
"ENSMUSG00000067610",0,0,0,0
"ENSMUSG00000043932",0,0,0,0
"ENSMUSG00000071158",0,0,0,0
"ENSMUSG00000082069",0,0,0,0
"ENSMUSG00000014543",0,0,0,0
"ENSMUSG00000108235",0,0,0,0
"ENSMUSG00000092047",0,0,0,0
"ENSMUSG00000096482",0,0,0,0
"ENSMUSG00000030173",0,0,0,0
"ENSMUSG00000083120",0,0,0,0
"ENSMUSG00000088426",0,0,0,0
"ENSMUSG00000061769",0,0,0,0
"ENSMUSG00000079852",0,0,0,0
"ENSMUSG00000089383",0,0,0,0
"ENSMUSG00000072717",0,0,0,0
"ENSMUSG00000108099",0,0,0,0
"ENSMUSG00000094188",0,0,0,0
"ENSMUSG00000089727",0,0,0,0
"ENSMUSG00000096331",0,0,0,0
"ENSMUSG00000072721",0,0,0,0
"ENSMUSG00000094579",0,0,0,0
"ENSMUSG00000033024",0,0,0,0
"ENSMUSG00000067599",0,0,0,0
"ENSMUSG00000072718",0,0,0,0
"ENSMUSG00000030178",0,0,0,0
"ENSMUSG00000094408",0,0,0,0
"ENSMUSG00000067591",0,0,0,0
"ENSMUSG00000079853",0,0,0,0
"ENSMUSG00000084204",0,0,0,0
"ENSMUSG00000082777",0,0,0,0
"ENSMUSG00000107492",0,0,0,0
"ENSMUSG00000098212",0,0,0,0
"ENSMUSG00000098025",0,0,0,0
"ENSMUSG00000107787",0,0,0,0
"ENSMUSG00000098115",0,0,0,0
"ENSMUSG00000107519",0,0,0,0
"ENSMUSG00000098084",0,0,0,0
"ENSMUSG00000098214",0,0,0,0
"ENSMUSG00000107898",0,0,0,0
"ENSMUSG00000108104",0,0,0,0
"ENSMUSG00000098015",0,0,0,0
"ENSMUSG00000108065",0,0,0,0
"ENSMUSG00000098071",0,0,0,0
"ENSMUSG00000107975",0,0,0,0
"ENSMUSG00000107557",0,0,0,0
"ENSMUSG00000098137",0,0,0,0
"ENSMUSG00000107575",0,0,0,0
"ENSMUSG00000107522",0,0,0,0
"ENSMUSG00000107581",0,0,0,0
"ENSMUSG00000107587",0,0,0,0
"ENSMUSG00000107582",0,0,0,0
"ENSMUSG00000108066",0,0,0,0
"ENSMUSG00000108054",0,0,0,0
"ENSMUSG00000107464",0,0,0,0
"ENSMUSG00000090099",0,0,0,0
"ENSMUSG00000061969",0,0,0,0
"ENSMUSG00000030187",0,0,0,0
"ENSMUSG00000058873",0,0,0,0
"ENSMUSG00000108284",0,0,0,0
"ENSMUSG00000030188",0,0,0,1
"ENSMUSG00000107658",0,0,0,0
"ENSMUSG00000032899",0,0,0,0
"ENSMUSG00000030189",5,3,4,6
"ENSMUSG00000065036",0,0,0,0
"ENSMUSG00000107832",0,1,0,0
"ENSMUSG00000095577",0,0,0,0
"ENSMUSG00000094113",0,0,0,0
"ENSMUSG00000077015",0,0,0,0
"ENSMUSG00000089792",0,0,0,0
"ENSMUSG00000062477",0,0,0,0
"ENSMUSG00000107784",0,0,0,0
"ENSMUSG00000054497",0,0,0,0
"ENSMUSG00000053389",0,0,0,0
"ENSMUSG00000057754",0,0,0,0
"ENSMUSG00000061977",0,0,0,0
"ENSMUSG00000051153",0,0,0,0
"ENSMUSG00000063478",0,0,0,0
"ENSMUSG00000107983",0,0,0,0
"ENSMUSG00000107774",0,0,0,0
"ENSMUSG00000108245",0,0,0,0
"ENSMUSG00000108144",0,0,0,0
"ENSMUSG00000079276",0,0,0,0
"ENSMUSG00000107671",0,0,0,0
"ENSMUSG00000107973",0,0,0,0
"ENSMUSG00000067543",0,0,0,0
"ENSMUSG00000107777",0,0,0,0
"ENSMUSG00000107834",0,0,0,0
"ENSMUSG00000107874",0,0,0,0
"ENSMUSG00000107754",0,0,0,0
"ENSMUSG00000107626",0,0,0,0
"ENSMUSG00000030143",0,0,0,0
"ENSMUSG00000107550",0,0,0,0
"ENSMUSG00000107805",0,0,0,0
"ENSMUSG00000108041",0,0,0,0
"ENSMUSG00000108002",0,0,0,0
"ENSMUSG00000107731",0,0,0,0
"ENSMUSG00000107632",0,0,0,0
"ENSMUSG00000094823",0,0,0,0
"ENSMUSG00000059934",0,0,0,0
"ENSMUSG00000095102",0,0,0,0
"ENSMUSG00000058295",0,0,0,0
"ENSMUSG00000067541",0,0,0,0
"ENSMUSG00000059382",0,0,0,0
"ENSMUSG00000071150",0,0,0,0
"ENSMUSG00000078280",0,0,0,0
"ENSMUSG00000071149",0,0,0,0
"ENSMUSG00000107669",0,0,0,0
"ENSMUSG00000060412",0,0,0,0
"ENSMUSG00000107888",0,0,0,0
"ENSMUSG00000056901",0,0,0,0
"ENSMUSG00000053217",0,0,0,0
"ENSMUSG00000107592",0,0,0,0
"ENSMUSG00000058349",0,0,0,0
"ENSMUSG00000108250",0,0,0,0
"ENSMUSG00000107683",0,0,0,0
"ENSMUSG00000057381",0,0,0,0
"ENSMUSG00000030194",0,0,0,0
"ENSMUSG00000107980",0,0,0,0
"ENSMUSG00000062952",0,0,0,0
"ENSMUSG00000056926",0,0,0,0
"ENSMUSG00000107594",0,0,0,0
"ENSMUSG00000059410",0,0,0,0
"ENSMUSG00000108261",0,0,0,0
"ENSMUSG00000063762",0,0,0,0
"ENSMUSG00000057699",0,0,0,0
"ENSMUSG00000107466",0,0,0,0
"ENSMUSG00000062528",0,0,0,0
"ENSMUSG00000107544",0,0,0,0
"ENSMUSG00000107808",0,0,0,0
"ENSMUSG00000107746",0,0,0,0
"ENSMUSG00000030196",0,0,0,0
"ENSMUSG00000071147",0,0,0,0
"ENSMUSG00000107602",0,0,0,0
"ENSMUSG00000107694",0,0,0,0
"ENSMUSG00000107642",0,0,0,0
"ENSMUSG00000072704",14,17,16,24
"ENSMUSG00000107838",2,0,0,1
"ENSMUSG00000108115",0,0,0,0
"ENSMUSG00000095447",0,0,0,0
"ENSMUSG00000094750",0,0,0,0
"ENSMUSG00000055594",0,0,0,0
"ENSMUSG00000107625",0,0,0,0
"ENSMUSG00000107527",0,0,0,0
"ENSMUSG00000095412",0,0,0,0
"ENSMUSG00000108023",0,0,0,0
"ENSMUSG00000107765",0,0,0,0
"ENSMUSG00000107565",0,0,0,0
"ENSMUSG00000107635",0,0,0,0
"ENSMUSG00000108241",0,0,0,0
"ENSMUSG00000107950",1,0,0,0
"ENSMUSG00000093148",0,0,0,0
"ENSMUSG00000108106",0,0,0,0
"ENSMUSG00000032758",0,0,0,0
"ENSMUSG00000107890",0,0,0,0
"ENSMUSG00000107771",0,0,0,0
"ENSMUSG00000030199",6,6,6,6
"ENSMUSG00000108214",0,0,0,0
"ENSMUSG00000108238",0,0,0,0
"ENSMUSG00000091438",0,0,0,0
"ENSMUSG00000092134",0,0,0,0
"ENSMUSG00000108263",0,0,0,0
"ENSMUSG00000107666",0,0,0,0
"ENSMUSG00000030200",0,0,0,0
"ENSMUSG00000107767",0,0,0,0
"ENSMUSG00000030201",17,3,16,8
"ENSMUSG00000107728",3,6,5,3
"ENSMUSG00000032718",2,0,2,4
"ENSMUSG00000108121",0,0,0,0
"ENSMUSG00000042992",14,16,9,11
"ENSMUSG00000108166",0,0,0,0
"ENSMUSG00000030203",2,6,6,7
"ENSMUSG00000108196",0,0,0,0
"ENSMUSG00000032652",18,12,14,14
"ENSMUSG00000108233",0,0,0,0
"ENSMUSG00000032641",7,7,6,4
"ENSMUSG00000107477",0,0,1,0
"ENSMUSG00000100876",1,0,1,0
"ENSMUSG00000003031",3,3,10,7
"ENSMUSG00000107730",0,0,0,0
"ENSMUSG00000098318",0,0,0,0
"ENSMUSG00000090698",1,1,0,3
"ENSMUSG00000030204",11,7,10,2
"ENSMUSG00000046733",1,0,0,0
"ENSMUSG00000030205",0,0,0,0
"ENSMUSG00000108191",0,0,0,0
"ENSMUSG00000042770",8,10,15,12
"ENSMUSG00000088372",0,0,0,0
"ENSMUSG00000108248",0,0,0,0
"ENSMUSG00000108239",0,0,0,0
"ENSMUSG00000030207",77,77,88,86
"ENSMUSG00000030206",0,0,0,0
"ENSMUSG00000108276",0,0,0,0
"ENSMUSG00000047104",0,0,0,0
"ENSMUSG00000108179",0,0,0,0
"ENSMUSG00000107768",0,0,0,0
"ENSMUSG00000082691",9,11,10,12
"ENSMUSG00000030208",3,0,1,0
"ENSMUSG00000065187",0,0,0,0
"ENSMUSG00000107396",0,0,0,0
"ENSMUSG00000030209",82,70,88,104
"ENSMUSG00000086239",0,0,0,0
"ENSMUSG00000089263",0,0,0,0
"ENSMUSG00000086614",1,0,0,0
"ENSMUSG00000097496",1,0,0,0
"ENSMUSG00000087878",0,0,0,0
"ENSMUSG00000094973",0,2,0,1
"ENSMUSG00000083916",1,0,0,0
"ENSMUSG00000045291",0,0,0,0
"ENSMUSG00000088409",0,0,0,0
"ENSMUSG00000091408",7,10,5,5
"ENSMUSG00000107611",0,0,0,0
"ENSMUSG00000071141",15,19,13,24
"ENSMUSG00000030213",19,16,19,20
"ENSMUSG00000107702",0,0,0,0
"ENSMUSG00000030214",0,0,0,0
"ENSMUSG00000107760",0,0,0,0
"ENSMUSG00000107850",0,0,0,0
"ENSMUSG00000042638",0,0,1,0
"ENSMUSG00000096010",0,0,0,0
"ENSMUSG00000107542",0,0,0,0
"ENSMUSG00000060032",17,18,14,24
"ENSMUSG00000105415",0,0,0,0
"ENSMUSG00000030216",16,28,25,32
"ENSMUSG00000047515",0,0,0,0
"ENSMUSG00000043298",0,0,0,0
"ENSMUSG00000107899",0,0,0,0
"ENSMUSG00000030217",0,0,0,0
"ENSMUSG00000030218",10,2,8,3
"ENSMUSG00000030219",0,0,0,0
"ENSMUSG00000030220",9,4,2,4
"ENSMUSG00000064330",0,0,0,0
"ENSMUSG00000107734",2,2,0,1
"ENSMUSG00000030222",6,4,4,3
"ENSMUSG00000107567",0,0,0,0
"ENSMUSG00000030223",3,4,4,6
"ENSMUSG00000107759",0,0,0,0
"ENSMUSG00000015766",1,3,7,2
"ENSMUSG00000107878",0,0,0,0
"ENSMUSG00000030224",19,6,12,17
"ENSMUSG00000030225",2,0,0,0
"ENSMUSG00000094466",0,0,0,0
"ENSMUSG00000044378",0,0,0,0
"ENSMUSG00000008540",2,1,2,2
"ENSMUSG00000030226",25,19,17,19
"ENSMUSG00000089957",1,0,0,0
"ENSMUSG00000107675",0,0,0,0
"ENSMUSG00000100166",0,0,0,0
"ENSMUSG00000107553",0,0,0,0
"ENSMUSG00000046717",0,0,0,0
"ENSMUSG00000107686",0,0,0,0
"ENSMUSG00000108178",0,0,0,0
"ENSMUSG00000107569",0,0,0,0
"ENSMUSG00000088903",0,0,0,0
"ENSMUSG00000108128",0,0,0,0
"ENSMUSG00000092164",0,0,0,0
"ENSMUSG00000107679",0,0,0,0
"ENSMUSG00000108147",0,0,0,0
"ENSMUSG00000030228",0,0,0,0
"ENSMUSG00000103951",0,0,0,0
"ENSMUSG00000107870",0,0,0,0
"ENSMUSG00000030230",0,0,0,0
"ENSMUSG00000108251",0,0,0,0
"ENSMUSG00000041791",0,0,0,0
"ENSMUSG00000107487",0,0,0,0
"ENSMUSG00000107936",0,0,0,0
"ENSMUSG00000108047",0,0,0,0
"ENSMUSG00000107407",0,0,0,0
"ENSMUSG00000089558",0,0,0,0
"ENSMUSG00000107572",0,0,0,0
"ENSMUSG00000108229",0,0,0,0
"ENSMUSG00000065882",0,0,0,0
"ENSMUSG00000107891",0,0,0,0
"ENSMUSG00000030231",6,6,12,14
"ENSMUSG00000084477",0,0,0,0
"ENSMUSG00000107750",0,0,0,0
"ENSMUSG00000030232",19,9,22,13
"ENSMUSG00000079264",0,0,0,0
"ENSMUSG00000080921",41,56,45,34
"ENSMUSG00000108039",0,0,0,0
"ENSMUSG00000107638",0,0,0,0
"ENSMUSG00000107613",0,0,0,0
"ENSMUSG00000107462",0,0,0,0
"ENSMUSG00000100707",0,0,0,0
"ENSMUSG00000041741",1,1,2,0
"ENSMUSG00000107456",0,0,0,0
"ENSMUSG00000108169",0,0,0,0
"ENSMUSG00000030235",5,2,5,7
"ENSMUSG00000030236",0,0,0,0
"ENSMUSG00000084927",0,0,0,0
"ENSMUSG00000088865",0,0,0,0
"ENSMUSG00000030237",6,11,10,10
"ENSMUSG00000107516",0,0,0,0
"ENSMUSG00000041698",0,0,0,0
"ENSMUSG00000087904",0,0,0,0
"ENSMUSG00000079263",0,0,0,0
"ENSMUSG00000089616",0,0,0,0
"ENSMUSG00000079262",0,0,0,0
"ENSMUSG00000092488",0,0,0,0
"ENSMUSG00000092500",0,0,0,0
"ENSMUSG00000118597",0,0,0,0
"ENSMUSG00000063975",1,0,1,1
"ENSMUSG00000088239",0,0,0,0
"ENSMUSG00000041681",0,0,0,0
"ENSMUSG00000041671",0,1,0,1
"ENSMUSG00000030243",1,1,4,2
"ENSMUSG00000030245",8,8,7,6
"ENSMUSG00000071112",0,1,0,0
"ENSMUSG00000030244",0,0,0,0
"ENSMUSG00000030246",81,83,94,88
"ENSMUSG00000030247",1,1,1,1
"ENSMUSG00000030249",2,0,0,0
"ENSMUSG00000104234",0,0,0,0
"ENSMUSG00000030282",20,14,14,19
"ENSMUSG00000048473",0,0,0,0
"ENSMUSG00000072683",0,0,0,0
"ENSMUSG00000030283",7,8,7,11
"ENSMUSG00000107443",0,0,0,0
"ENSMUSG00000108085",0,0,0,0
"ENSMUSG00000107839",0,0,0,0
"ENSMUSG00000030279",15,18,18,13
"ENSMUSG00000108094",0,0,0,0
"ENSMUSG00000107693",0,0,0,0
"ENSMUSG00000107398",0,0,0,0
"ENSMUSG00000030275",52,30,68,58
"ENSMUSG00000107802",0,0,0,1
"ENSMUSG00000072679",0,0,0,1
"ENSMUSG00000077241",0,0,0,0
"ENSMUSG00000084971",0,0,0,0
"ENSMUSG00000086887",0,0,0,0
"ENSMUSG00000041540",2,4,5,4
"ENSMUSG00000107796",0,0,0,0
"ENSMUSG00000087302",0,0,0,0
"ENSMUSG00000087157",0,0,0,0
"ENSMUSG00000072677",0,0,0,0
"ENSMUSG00000085785",0,0,0,0
"ENSMUSG00000086282",0,0,0,0
"ENSMUSG00000086731",0,0,0,0
"ENSMUSG00000087850",0,0,0,0
"ENSMUSG00000030268",33,20,19,23
"ENSMUSG00000088867",0,0,0,0
"ENSMUSG00000097419",0,0,1,0
"ENSMUSG00000086643",0,0,0,0
"ENSMUSG00000030263",2,1,0,1
"ENSMUSG00000107420",0,0,0,0
"ENSMUSG00000043541",0,0,1,1
"ENSMUSG00000086863",0,0,0,0
"ENSMUSG00000040370",10,4,3,6
"ENSMUSG00000030265",11,12,9,9
"ENSMUSG00000107756",0,0,0,0
"ENSMUSG00000086013",6,0,1,5
"ENSMUSG00000067344",20,16,14,14
"ENSMUSG00000087852",0,0,0,0
"ENSMUSG00000087277",0,0,0,0
"ENSMUSG00000108234",0,0,0,0
"ENSMUSG00000083962",0,0,0,0
"ENSMUSG00000054966",0,0,1,1
"ENSMUSG00000088362",0,0,0,0
"ENSMUSG00000087204",0,0,0,0
"ENSMUSG00000086722",0,0,0,0
"ENSMUSG00000088781",0,0,0,0
"ENSMUSG00000067338",0,0,0,0
"ENSMUSG00000085658",0,0,1,0
"ENSMUSG00000030259",3,4,6,2
"ENSMUSG00000030256",16,7,9,11
"ENSMUSG00000108126",1,0,0,0
"ENSMUSG00000030255",3,4,6,8
"ENSMUSG00000108200",0,0,0,0
"ENSMUSG00000085414",0,0,0,0
"ENSMUSG00000108161",0,0,0,0
"ENSMUSG00000030287",9,9,2,1
"ENSMUSG00000107801",0,0,0,0
"ENSMUSG00000107743",0,0,0,0
"ENSMUSG00000082120",25,24,32,42
"ENSMUSG00000040250",1,2,3,2
"ENSMUSG00000040242",17,17,16,24
"ENSMUSG00000040234",12,11,11,7
"ENSMUSG00000030291",3,5,3,4
"ENSMUSG00000084291",0,0,0,0
"ENSMUSG00000085238",1,0,0,0
"ENSMUSG00000001630",9,6,11,3
"ENSMUSG00000108108",0,0,0,0
"ENSMUSG00000107788",0,0,0,0
"ENSMUSG00000040187",1,2,3,0
"ENSMUSG00000107964",0,0,0,0
"ENSMUSG00000030292",0,0,0,0
"ENSMUSG00000016487",6,3,7,3
"ENSMUSG00000040163",0,0,0,0
"ENSMUSG00000107969",0,0,0,0
"ENSMUSG00000107814",0,0,0,0
"ENSMUSG00000040121",0,0,1,0
"ENSMUSG00000040112",3,6,5,6
"ENSMUSG00000072662",2,1,0,0
"ENSMUSG00000040102",4,10,10,12
"ENSMUSG00000080760",0,0,0,0
"ENSMUSG00000085600",0,0,0,0
"ENSMUSG00000086021",0,0,0,0
"ENSMUSG00000048776",1,1,1,0
"ENSMUSG00000081023",0,0,0,0
"ENSMUSG00000072660",0,0,0,0
"ENSMUSG00000030301",8,14,7,14
"ENSMUSG00000107793",0,0,0,0
"ENSMUSG00000085077",0,0,0,0
"ENSMUSG00000086019",0,0,0,0
"ENSMUSG00000086777",0,0,0,0
"ENSMUSG00000030303",8,4,8,4
"ENSMUSG00000089948",0,0,0,0
"ENSMUSG00000030304",11,4,13,6
"ENSMUSG00000107402",0,0,0,0
"ENSMUSG00000084823",0,0,0,0
"ENSMUSG00000030306",12,10,19,17
"ENSMUSG00000082199",0,0,0,0
"ENSMUSG00000063171",9,17,8,15
"ENSMUSG00000108148",0,1,1,0
"ENSMUSG00000108035",0,0,0,0
"ENSMUSG00000107706",0,0,0,0
"ENSMUSG00000070995",0,0,0,0
"ENSMUSG00000065269",0,0,0,0
"ENSMUSG00000084909",0,0,0,0
"ENSMUSG00000081556",0,0,0,0
"ENSMUSG00000107405",0,0,0,0
"ENSMUSG00000040029",7,6,7,14
"ENSMUSG00000107909",0,0,0,0
"ENSMUSG00000030309",0,4,2,3
"ENSMUSG00000108254",0,0,0,0
"ENSMUSG00000095288",0,0,3,0
"ENSMUSG00000108258",0,0,0,0
"ENSMUSG00000039985",0,0,0,0
"ENSMUSG00000085355",0,0,0,0
"ENSMUSG00000080536",0,0,0,0
"ENSMUSG00000030313",8,3,12,6
"ENSMUSG00000082633",0,0,0,0
"ENSMUSG00000081532",0,0,0,0
"ENSMUSG00000107970",0,0,0,0
"ENSMUSG00000065664",0,0,0,0
"ENSMUSG00000082829",0,0,0,0
"ENSMUSG00000065198",0,0,0,0
"ENSMUSG00000067292",0,0,0,0
"ENSMUSG00000039958",1,0,2,1
"ENSMUSG00000068250",1,1,3,0
"ENSMUSG00000107526",0,0,0,0
"ENSMUSG00000107894",0,0,0,0
"ENSMUSG00000032712",7,0,5,4
"ENSMUSG00000084083",0,0,2,1
"ENSMUSG00000081126",3,3,4,1
"ENSMUSG00000081335",0,0,0,0
"ENSMUSG00000083351",0,0,0,0
"ENSMUSG00000003452",1,3,9,3
"ENSMUSG00000082072",0,0,0,0
"ENSMUSG00000096299",0,0,0,0
"ENSMUSG00000107976",0,0,0,0
"ENSMUSG00000094467",0,0,0,0
"ENSMUSG00000108287",0,0,0,0
"ENSMUSG00000091292",0,0,0,0
"ENSMUSG00000107972",0,0,0,0
"ENSMUSG00000108259",0,0,0,0
"ENSMUSG00000055452",4,10,11,5
"ENSMUSG00000107523",0,0,0,0
"ENSMUSG00000108044",0,0,0,0
"ENSMUSG00000107956",0,0,0,0
"ENSMUSG00000118413",0,0,0,0
"ENSMUSG00000054753",0,0,0,0
"ENSMUSG00000107470",27,33,30,24
"ENSMUSG00000077815",0,0,0,0
"ENSMUSG00000106340",0,0,0,0
"ENSMUSG00000078817",0,0,0,1
"ENSMUSG00000078008",0,0,0,0
"ENSMUSG00000078041",0,0,0,0
"ENSMUSG00000104747",0,0,0,0
"ENSMUSG00000078032",0,0,0,0
"ENSMUSG00000078035",0,0,0,0
"ENSMUSG00000077903",0,0,0,0
"ENSMUSG00000077886",0,0,0,0
"ENSMUSG00000107413",0,0,0,0
"ENSMUSG00000108105",0,0,0,0
"ENSMUSG00000068566",17,16,23,22
"ENSMUSG00000078816",94,128,69,109
"ENSMUSG00000069806",40,58,59,62
"ENSMUSG00000107620",1,1,0,0
"ENSMUSG00000107815",0,0,0,2
"ENSMUSG00000053395",21,32,21,20
"ENSMUSG00000107862",0,0,0,0
"ENSMUSG00000094210",0,0,0,0
"ENSMUSG00000107585",34,74,35,37
"ENSMUSG00000078815",0,0,0,0
"ENSMUSG00000107985",0,0,0,0
"ENSMUSG00000053338",0,0,0,0
"ENSMUSG00000107480",0,0,0,0
"ENSMUSG00000118635",0,0,0,0
"ENSMUSG00000108758",0,0,0,0
"ENSMUSG00000095674",0,0,0,0
"ENSMUSG00000108644",0,0,0,0
"ENSMUSG00000054594",1,1,0,1
"ENSMUSG00000035674",5,7,8,5
"ENSMUSG00000006335",4,8,7,8
"ENSMUSG00000008373",7,12,10,10
"ENSMUSG00000085039",0,0,0,1
"ENSMUSG00000035632",13,5,5,5
"ENSMUSG00000093290",0,0,0,0
"ENSMUSG00000078813",6,4,10,3
"ENSMUSG00000019734",4,1,1,1
"ENSMUSG00000086032",0,1,0,0
"ENSMUSG00000035596",47,51,53,53
"ENSMUSG00000035585",16,11,14,17
"ENSMUSG00000006333",30,37,22,18
"ENSMUSG00000058818",0,0,0,0
"ENSMUSG00000081665",0,0,0,0
"ENSMUSG00000074418",0,0,0,0
"ENSMUSG00000080917",0,0,0,0
"ENSMUSG00000074419",0,0,0,0
"ENSMUSG00000089942",0,0,0,0
"ENSMUSG00000074420",0,0,0,0
"ENSMUSG00000074417",0,0,0,0
"ENSMUSG00000030427",0,0,0,0
"ENSMUSG00000108593",0,0,0,0
"ENSMUSG00000108765",0,0,0,0
"ENSMUSG00000108712",0,0,0,0
"ENSMUSG00000108505",0,0,0,0
"ENSMUSG00000083344",0,0,1,0
"ENSMUSG00000082093",0,0,0,0
"ENSMUSG00000055541",10,7,4,4
"ENSMUSG00000086155",0,0,1,0
"ENSMUSG00000075719",0,0,0,0
"ENSMUSG00000030428",141,157,183,136
"ENSMUSG00000085886",3,2,3,3
"ENSMUSG00000035545",118,115,140,135
"ENSMUSG00000043432",7,6,7,8
"ENSMUSG00000063838",1,0,0,1
"ENSMUSG00000082782",0,0,0,0
"ENSMUSG00000108641",0,0,0,0
"ENSMUSG00000083309",0,0,0,0
"ENSMUSG00000070873",0,0,0,0
"ENSMUSG00000082042",0,0,0,0
"ENSMUSG00000081723",0,0,0,0
"ENSMUSG00000108743",0,0,0,0
"ENSMUSG00000062524",0,0,0,0
"ENSMUSG00000108667",0,0,0,0
"ENSMUSG00000078810",0,0,0,0
"ENSMUSG00000096075",0,0,0,0
"ENSMUSG00000095246",0,0,0,0
"ENSMUSG00000108761",1,1,2,5
"ENSMUSG00000008435",12,9,9,20
"ENSMUSG00000077965",0,0,0,0
"ENSMUSG00000091177",0,0,0,0
"ENSMUSG00000006154",4,1,1,2
"ENSMUSG00000019254",30,41,35,36
"ENSMUSG00000064179",0,0,0,0
"ENSMUSG00000035458",0,2,1,0
"ENSMUSG00000055809",1,1,1,1
"ENSMUSG00000085725",0,0,0,0
"ENSMUSG00000004961",30,36,31,39
"ENSMUSG00000035429",1,0,1,3
"ENSMUSG00000077138",0,0,0,0
"ENSMUSG00000108392",0,0,0,0
"ENSMUSG00000108582",0,0,0,0
"ENSMUSG00000108320",0,0,0,0
"ENSMUSG00000045282",4,3,3,6
"ENSMUSG00000052296",28,23,27,24
"ENSMUSG00000108571",0,0,0,0
"ENSMUSG00000108477",0,0,1,1
"ENSMUSG00000063802",17,10,15,18
"ENSMUSG00000035390",13,24,18,20
"ENSMUSG00000046456",2,2,1,1
"ENSMUSG00000088575",0,0,0,0
"ENSMUSG00000059851",7,7,6,12
"ENSMUSG00000051811",0,0,1,0
"ENSMUSG00000092518",0,0,0,0
"ENSMUSG00000004371",0,0,0,2
"ENSMUSG00000013091",0,0,0,0
"ENSMUSG00000030431",2,0,1,0
"ENSMUSG00000030432",0,8,1,0
"ENSMUSG00000060860",8,9,10,4
"ENSMUSG00000053550",65,85,82,80
"ENSMUSG00000052605",0,2,3,1
"ENSMUSG00000086784",3,5,5,3
"ENSMUSG00000110221",0,0,0,0
"ENSMUSG00000109441",0,0,0,0
"ENSMUSG00000108840",0,0,0,0
